billing_month,month_label,root_state_name,gross_sale_amt,gross_sale_qty,fresh_ret_amt,net_sale_amt,net_sale_qty,return_rate_pct,net_sale_ratio,avg_temperature,avg_temperature_c,avg_humidity,total_rainfall_mm,weather_imputed,imputation_method,weather_obs_count
202505,May-2025,KARNATAKA,2174796.3117,33643.8341,2393.81,2159275.9099,33361.7758,0.11,99.29,88.49,31.38,53.61,4.44,False,observed,31.0
202506,Jun-2025,KARNATAKA,2689616.6054,41684.4356,790.54,2669632.0489,41319.2324,0.03,99.26,89.97,32.21,61.64,2.76,False,observed,30.0
202507,Jul-2025,KARNATAKA,2456863.4425,37430.2765,0.0,2441940.9468,37152.9646,0.0,99.39,85.68,29.82,80.8,11.11,False,observed,31.0
202508,Aug-2025,KARNATAKA,2916154.0413,44280.5242,2364.5111,2905722.9251,44093.0718,0.08,99.64,84.63,29.24,82.14,14.45,False,observed,31.0
202509,Sep-2025,KARNATAKA,3723028.7655,57225.0481,49955.7005,3657490.7328,56099.5601,1.34,98.24,85.43,29.68,73.35,6.53,False,observed,30.0
202510,Oct-2025,KARNATAKA,2333043.1548,35002.4485,0.0,2326360.3373,34882.7242,0.0,99.71,77.27,25.15,72.72,2.46,False,observed,31.0
202511,Nov-2025,KARNATAKA,2336080.777,35714.1043,0.0,2328749.9527,35579.3825,0.0,99.69,65.84,18.8,64.74,0.0,False,observed,30.0
202512,Dec-2025,KARNATAKA,2237764.5447,34166.9579,222.72,2221878.799,33881.9966,0.01,99.29,58.31,14.62,75.33,0.0,False,observed,31.0
202601,Jan-2026,KARNATAKA,2421074.2254,36759.9854,12736.68,2399481.2891,36373.9414,0.53,99.11,54.63,12.57,78.79,2.53,False,observed,31.0
202602,Feb-2026,KARNATAKA,2143251.3938,32671.0895,0.0,2132652.7222,32481.322,0.0,99.51,65.45,18.58,66.88,0.68,False,observed,28.0
202603,Mar-2026,KARNATAKA,1330301.0865,20332.6818,0.0,1323872.595,20215.984,0.0,99.52,76.3,24.61,58.33,1.12,False,observed,31.0
202604,Apr-2026,KARNATAKA,1928985.9454,29458.1148,2039.04,1917406.5499,29247.3389,0.11,99.4,85.5,29.72,38.26,1.05,False,observed,30.0
202605,May-2026,KARNATAKA,1795358.3718,27410.9619,0.0,1786309.0856,27242.6126,0.0,99.5,91.53,33.07,39.03,0.83,False,observed,29.0
202606,Jun-2026,KARNATAKA,433939.5739,6524.2908,0.0,426794.136,6391.3019,0.0,98.35,92.94,33.86,52.24,5.87,True,monthly_climatology,
