billing_month,month_label,root_state_name,gross_sale_amt,gross_sale_qty,fresh_ret_amt,net_sale_amt,net_sale_qty,return_rate_pct,net_sale_ratio,avg_temperature,avg_temperature_c,avg_humidity,total_rainfall_mm,weather_imputed,imputation_method,weather_obs_count
202409,Sep-2024,GUJARAT,2202791.8867,33088.1323,0.0,2198442.2043,32991.7597,0.0,99.8,83.55,28.64,83.3,7.35,False,observed,30.0
202410,Oct-2024,GUJARAT,1931913.8654,29048.7153,0.0,1922749.0009,28854.9059,0.0,99.53,82.18,27.88,62.35,0.0,False,observed,31.0
202411,Nov-2024,GUJARAT,1539379.1123,23132.1297,0.0,1534600.4535,23033.3293,0.0,99.69,70.61,21.45,67.33,0.0,False,observed,30.0
202412,Dec-2024,GUJARAT,977784.2344,14718.3957,0.0,970098.8541,14564.3292,0.0,99.21,58.56,14.76,69.89,2.04,False,observed,31.0
202501,Jan-2025,GUJARAT,1086153.3809,16324.5056,222.68,1081553.8014,16233.4941,0.02,99.58,56.87,13.82,81.83,0.24,False,observed,31.0
202502,Feb-2025,GUJARAT,1386972.081,20871.3526,0.0,1381848.8854,20767.3358,0.0,99.63,65.28,18.49,63.6,0.4,False,observed,28.0
202503,Mar-2025,GUJARAT,935508.9216,14035.0331,0.0,932347.0209,13971.9705,0.0,99.66,74.74,23.74,48.71,0.03,False,observed,31.0
202504,Apr-2025,GUJARAT,1708922.9139,25735.7551,0.0,1702535.9101,25608.3366,0.0,99.63,87.29,30.72,35.11,0.04,False,observed,30.0
202505,May-2025,GUJARAT,986735.6165,14847.3297,3340.2,973271.3681,14601.0479,0.34,98.64,88.49,31.38,53.61,4.44,False,observed,31.0
202506,Jun-2025,GUJARAT,1467162.9814,22050.233,5901.02,1448272.1577,21707.4059,0.4,98.71,89.97,32.21,61.64,2.76,False,observed,30.0
202507,Jul-2025,GUJARAT,1541167.216,22871.432,0.0,1527484.9428,22624.1046,0.0,99.11,85.68,29.82,80.8,11.11,False,observed,31.0
202508,Aug-2025,GUJARAT,1832444.5959,27075.6106,0.0,1823320.031,26911.2152,0.0,99.5,84.63,29.24,82.14,14.45,False,observed,31.0
202509,Sep-2025,GUJARAT,2133385.4398,31513.6623,0.0,2125877.9459,31378.4762,0.0,99.65,85.43,29.68,73.35,6.53,False,observed,30.0
202510,Oct-2025,GUJARAT,1443017.8149,21376.4267,0.0,1430446.2136,21144.7781,0.0,99.13,77.27,25.15,72.72,2.46,False,observed,31.0
202511,Nov-2025,GUJARAT,1176538.9228,17403.625,0.0,1173745.9608,17353.2284,0.0,99.76,65.84,18.8,64.74,0.0,False,observed,30.0
202512,Dec-2025,GUJARAT,1097999.5604,16227.0279,0.0,1092325.246,16123.4811,0.0,99.48,58.31,14.62,75.33,0.0,False,observed,31.0
202601,Jan-2026,GUJARAT,1250042.2093,18570.3462,0.0,1245642.4543,18488.5922,0.0,99.65,54.63,12.57,78.79,2.53,False,observed,31.0
202602,Feb-2026,GUJARAT,1194886.4387,17677.0215,0.0,1188348.5709,17555.7812,0.0,99.45,65.45,18.58,66.88,0.68,False,observed,28.0
202603,Mar-2026,GUJARAT,839507.5322,12460.087,0.0,833977.6565,12357.5788,0.0,99.34,76.3,24.61,58.33,1.12,False,observed,31.0
202604,Apr-2026,GUJARAT,1484264.8951,21953.5999,0.0,1477650.4142,21824.2618,0.0,99.55,85.5,29.72,38.26,1.05,False,observed,30.0
202605,May-2026,GUJARAT,913627.9697,13558.9774,0.0,903101.7553,13368.5367,0.0,98.85,91.53,33.07,39.03,0.83,False,observed,29.0
202606,Jun-2026,GUJARAT,225960.3246,3372.4583,0.0,222786.0046,3309.4583,0.0,98.6,92.94,33.86,52.24,5.87,True,monthly_climatology,
