billing_month,month_label,root_state_name,gross_sale_amt,gross_sale_qty,fresh_ret_amt,net_sale_amt,net_sale_qty,return_rate_pct,net_sale_ratio,avg_temperature,avg_temperature_c,avg_humidity,total_rainfall_mm,weather_imputed,imputation_method,weather_obs_count
202508,Aug-2025,TELANGANA,1836439.4807,27228.6225,13593.6,1818932.4045,26915.8996,0.74,99.05,84.63,29.24,82.14,14.45,False,observed,31.0
202509,Sep-2025,TELANGANA,1912937.1376,28617.3403,3430.7696,1901822.3833,28416.7944,0.18,99.42,85.43,29.68,73.35,6.53,False,observed,30.0
202510,Oct-2025,TELANGANA,1084251.691,16159.8136,0.0,1078966.8871,16067.2144,0.0,99.51,77.27,25.15,72.72,2.46,False,observed,31.0
202511,Nov-2025,TELANGANA,1129274.5498,16820.0689,0.0,1114954.9515,16557.9232,0.0,98.73,65.84,18.8,64.74,0.0,False,observed,30.0
202512,Dec-2025,TELANGANA,927124.6837,13850.0593,0.0,922875.4606,13771.772,0.0,99.54,58.31,14.62,75.33,0.0,False,observed,31.0
202601,Jan-2026,TELANGANA,1164574.5955,17344.4242,13593.6,1148972.7492,17068.4063,1.17,98.66,54.63,12.57,78.79,2.53,False,observed,31.0
202602,Feb-2026,TELANGANA,1087073.4997,16180.7902,0.0,1084838.2318,16138.991,0.0,99.79,65.45,18.58,66.88,0.68,False,observed,28.0
202603,Mar-2026,TELANGANA,388147.4056,5844.8246,2812.6,380113.1886,5693.0462,0.72,97.93,76.3,24.61,58.33,1.12,False,observed,31.0
202604,Apr-2026,TELANGANA,1711011.2561,25743.597,0.0,1697252.1926,25489.5778,0.0,99.2,85.5,29.72,38.26,1.05,False,observed,30.0
202605,May-2026,TELANGANA,939499.7675,13983.7027,0.0,935820.6694,13820.6261,0.0,99.61,91.53,33.07,39.03,0.83,False,observed,29.0
202606,Jun-2026,TELANGANA,114897.8112,1768.5173,0.0,112849.1498,1729.7386,0.0,98.22,92.94,33.86,52.24,5.87,True,monthly_climatology,
