billing_month,month_label,root_state_name,gross_sale_amt,gross_sale_qty,fresh_ret_amt,net_sale_amt,net_sale_qty,return_rate_pct,net_sale_ratio,avg_temperature,avg_temperature_c,avg_humidity,total_rainfall_mm,weather_imputed,imputation_method,weather_obs_count
202506,Jun-2025,BIHAR,1506826.171,22321.672,3340.2,1496856.173,22139.4781,0.22,99.34,89.97,32.21,61.64,2.76,False,observed,30.0
202507,Jul-2025,BIHAR,1393999.0083,20584.0791,1670.1,1385795.2583,20430.0264,0.12,99.41,85.68,29.82,80.8,11.11,False,observed,31.0
202508,Aug-2025,BIHAR,2361529.8103,34809.8715,0.0,2356926.7261,34726.8666,0.0,99.81,84.63,29.24,82.14,14.45,False,observed,31.0
202509,Sep-2025,BIHAR,2263275.0804,33332.0416,0.0,2258594.1862,33248.0175,0.0,99.79,85.43,29.68,73.35,6.53,False,observed,30.0
202510,Oct-2025,BIHAR,2546022.7696,37486.293,7476.48,2530974.8696,37218.293,0.29,99.41,77.27,25.15,72.72,2.46,False,observed,31.0
202511,Nov-2025,BIHAR,2181866.8453,32142.1715,0.0,2181027.33,32127.1099,0.0,99.96,65.84,18.8,64.74,0.0,False,observed,30.0
202512,Dec-2025,BIHAR,1596033.0323,23546.9371,0.0,1592855.6745,23482.8692,0.0,99.8,58.31,14.62,75.33,0.0,False,observed,31.0
202601,Jan-2026,BIHAR,1125836.0702,16590.6952,10195.2,1109887.8999,16295.5185,0.91,98.58,54.63,12.57,78.79,2.53,False,observed,31.0
202602,Feb-2026,BIHAR,1436775.8275,21178.7399,0.0,1432578.082,21091.342,0.0,99.71,65.45,18.58,66.88,0.68,False,observed,28.0
202603,Mar-2026,BIHAR,1421189.3392,20951.9709,0.0,1419332.1656,20912.6327,0.0,99.87,76.3,24.61,58.33,1.12,False,observed,31.0
202604,Apr-2026,BIHAR,2055230.3179,30281.5255,0.0,2047376.5079,30138.5255,0.0,99.62,85.5,29.72,38.26,1.05,False,observed,30.0
202605,May-2026,BIHAR,1636300.2677,24085.4903,2039.04,1632033.1861,24008.4701,0.12,99.74,91.53,33.07,39.03,0.83,False,observed,29.0
202606,Jun-2026,BIHAR,403062.1,5930.0,0.0,402226.97,5915.0,0.0,99.79,92.94,33.86,52.24,5.87,True,monthly_climatology,
